Step 1,Step 2,Step 3,Step 4,Link,Size,t,Path,Min or Max,Month/Year
New Leads,No Response,,,link,24,-3.5,87,Max,Month
New Leads,No Response,,,link,24,-3.75,88,Max,Month
New Leads,No Response,,,link,24,-4,89,Max,Month
New Leads,No Response,,,link,24,-4.25,90,Max,Month
New Leads,No Response,,,link,24,-4.5,91,Max,Month
New Leads,No Response,,,link,24,-4.75,92,Max,Month
New Leads,No Response,,,link,24,-5,93,Max,Month
New Leads,No Response,,,link,24,-5.25,94,Max,Month
New Leads,No Response,,,link,24,-5.5,95,Max,Month
New Leads,No Response,,,link,24,-5.75,96,Max,Month
New Leads,No Response,,,link,24,-6,97,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-6,0,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5.75,1,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5.5,2,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5.25,3,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5,4,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4.75,5,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4.5,6,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4.25,7,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4,8,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3.75,9,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3.5,10,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3.25,11,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3,12,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2.75,13,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2.5,14,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2.25,15,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2,16,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1.75,17,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1.5,18,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1.25,19,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1,20,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-0.75,21,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-0.5,22,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,-0.25,23,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,0,24,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,0.25,25,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,0.5,26,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,0.75,27,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,1,28,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,1.25,29,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,1.5,30,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,1.75,31,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,2,32,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,2.25,33,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,2.5,34,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,2.75,35,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,3,36,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,3.25,37,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,3.5,38,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,3.75,39,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,4,40,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,4.25,41,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,4.5,42,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,4.75,43,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,5,44,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,5.25,45,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,5.5,46,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,5.75,47,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,6,48,Min,Month
New Leads,Provided Interests,Discount,No Response,link,25,6,49,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,5.75,50,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,5.5,51,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,5.25,52,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,5,53,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,4.75,54,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,4.5,55,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,4.25,56,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,4,57,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,3.75,58,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,3.5,59,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,3.25,60,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,3,61,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,2.75,62,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,2.5,63,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,2.25,64,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,2,65,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,1.75,66,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,1.5,67,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,1.25,68,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,1,69,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,0.75,70,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,0.5,71,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,0.25,72,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,0,73,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-0.25,74,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-0.5,75,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-0.75,76,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1,77,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1.25,78,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1.5,79,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-1.75,80,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2,81,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2.25,82,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2.5,83,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-2.75,84,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3,85,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3.25,86,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3.5,87,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-3.75,88,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4,89,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4.25,90,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4.5,91,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-4.75,92,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5,93,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5.25,94,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5.5,95,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-5.75,96,Max,Month
New Leads,Provided Interests,Discount,No Response,link,25,-6,97,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-6,0,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5.75,1,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5.5,2,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5.25,3,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5,4,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4.75,5,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4.5,6,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4.25,7,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4,8,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3.75,9,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3.5,10,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3.25,11,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3,12,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2.75,13,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2.5,14,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2.25,15,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2,16,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1.75,17,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1.5,18,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1.25,19,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1,20,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-0.75,21,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-0.5,22,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-0.25,23,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0,24,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0.25,25,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0.5,26,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0.75,27,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1,28,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1.25,29,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1.5,30,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1.75,31,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2,32,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2.25,33,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2.5,34,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2.75,35,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3,36,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3.25,37,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3.5,38,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3.75,39,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4,40,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4.25,41,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4.5,42,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4.75,43,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5,44,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5.25,45,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5.5,46,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5.75,47,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,6,48,Min,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,6,49,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5.75,50,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5.5,51,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5.25,52,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,5,53,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4.75,54,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4.5,55,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4.25,56,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,4,57,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3.75,58,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3.5,59,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3.25,60,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,3,61,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2.75,62,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2.5,63,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2.25,64,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,2,65,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1.75,66,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1.5,67,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1.25,68,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,1,69,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0.75,70,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0.5,71,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0.25,72,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,0,73,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-0.25,74,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-0.5,75,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-0.75,76,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1,77,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1.25,78,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1.5,79,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-1.75,80,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2,81,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2.25,82,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2.5,83,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-2.75,84,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3,85,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3.25,86,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3.5,87,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-3.75,88,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4,89,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4.25,90,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4.5,91,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-4.75,92,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5,93,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5.25,94,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5.5,95,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-5.75,96,Max,Month
New Leads,Provided Interests,Discount,Qualified/Booked,link,5,-6,97,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-6,0,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5.75,1,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5.5,2,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5.25,3,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5,4,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4.75,5,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4.5,6,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4.25,7,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4,8,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3.75,9,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3.5,10,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3.25,11,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3,12,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2.75,13,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2.5,14,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2.25,15,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2,16,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1.75,17,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1.5,18,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1.25,19,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1,20,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-0.75,21,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-0.5,22,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-0.25,23,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0,24,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0.25,25,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0.5,26,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0.75,27,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1,28,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1.25,29,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1.5,30,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1.75,31,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2,32,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2.25,33,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2.5,34,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2.75,35,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3,36,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3.25,37,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3.5,38,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3.75,39,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4,40,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4.25,41,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4.5,42,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4.75,43,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5,44,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5.25,45,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5.5,46,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5.75,47,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,6,48,Min,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,6,49,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5.75,50,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5.5,51,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5.25,52,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,5,53,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4.75,54,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4.5,55,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4.25,56,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,4,57,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3.75,58,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3.5,59,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3.25,60,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,3,61,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2.75,62,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2.5,63,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2.25,64,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,2,65,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1.75,66,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1.5,67,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1.25,68,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,1,69,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0.75,70,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0.5,71,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0.25,72,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,0,73,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-0.25,74,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-0.5,75,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-0.75,76,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1,77,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1.25,78,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1.5,79,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-1.75,80,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2,81,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2.25,82,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2.5,83,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-2.75,84,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3,85,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3.25,86,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3.5,87,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-3.75,88,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4,89,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4.25,90,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4.5,91,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-4.75,92,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5,93,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5.25,94,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5.5,95,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-5.75,96,Max,Month
New Leads,Provided Interests,Skiped stage,Qualified/Booked,link,10,-6,97,Max,Month
,Exsisting Customers,Discount,No Response,link,453,-6,0,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-5.75,1,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-5.5,2,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-5.25,3,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-5,4,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-4.75,5,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-4.5,6,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-4.25,7,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-4,8,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-3.75,9,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-3.5,10,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-3.25,11,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-3,12,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-2.75,13,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-2.5,14,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-2.25,15,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-2,16,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-1.75,17,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-1.5,18,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-1.25,19,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-1,20,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-0.75,21,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-0.5,22,Min,Year
,Exsisting Customers,Discount,No Response,link,453,-0.25,23,Min,Year
,Exsisting Customers,Discount,No Response,link,453,0,24,Min,Year
,Exsisting Customers,Discount,No Response,link,453,0.25,25,Min,Year
,Exsisting Customers,Discount,No Response,link,453,0.5,26,Min,Year
,Exsisting Customers,Discount,No Response,link,453,0.75,27,Min,Year
,Exsisting Customers,Discount,No Response,link,453,1,28,Min,Year
,Exsisting Customers,Discount,No Response,link,453,1.25,29,Min,Year
,Exsisting Customers,Discount,No Response,link,453,1.5,30,Min,Year
,Exsisting Customers,Discount,No Response,link,453,1.75,31,Min,Year
,Exsisting Customers,Discount,No Response,link,453,2,32,Min,Year
,Exsisting Customers,Discount,No Response,link,453,2.25,33,Min,Year
,Exsisting Customers,Discount,No Response,link,453,2.5,34,Min,Year
,Exsisting Customers,Discount,No Response,link,453,2.75,35,Min,Year
,Exsisting Customers,Discount,No Response,link,453,3,36,Min,Year
,Exsisting Customers,Discount,No Response,link,453,3.25,37,Min,Year
,Exsisting Customers,Discount,No Response,link,453,3.5,38,Min,Year
,Exsisting Customers,Discount,No Response,link,453,3.75,39,Min,Year
,Exsisting Customers,Discount,No Response,link,453,4,40,Min,Year
,Exsisting Customers,Discount,No Response,link,453,4.25,41,Min,Year
,Exsisting Customers,Discount,No Response,link,453,4.5,42,Min,Year
,Exsisting Customers,Discount,No Response,link,453,4.75,43,Min,Year
,Exsisting Customers,Discount,No Response,link,453,5,44,Min,Year
,Exsisting Customers,Discount,No Response,link,453,5.25,45,Min,Year
,Exsisting Customers,Discount,No Response,link,453,5.5,46,Min,Year
,Exsisting Customers,Discount,No Response,link,453,5.75,47,Min,Year
,Exsisting Customers,Discount,No Response,link,453,6,48,Min,Year
,Exsisting Customers,Discount,No Response,link,453,6,49,Max,Year
,Exsisting Customers,Discount,No Response,link,453,5.75,50,Max,Year
,Exsisting Customers,Discount,No Response,link,453,5.5,51,Max,Year
,Exsisting Customers,Discount,No Response,link,453,5.25,52,Max,Year
